JobTitle_TechTopic,id,interviewQuestionCount,interviewReviewCount,name,averageOverallDifficulty,overallDifficultyCount,overallExperienceCount,overallPosExperiencePercent,overallPosExperienceCount,overallNeutExperiencePercent,overallNeutExperienceCount,overallNegExperiencePercent,overallNegExperienceCount
Inside Plant Design Engineer,1123370,1,1,AQMetrics,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Inside Plant Design Engineer,7547,1,1,Harvey Norman Holdings,3.5,8,7,28.57143,2,0,0,71.42857,5
Inside Plant Design Engineer,1043814,1,1,Autolaunch,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Inside Plant Design Engineer,1327,1,1,Dell,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Cloud Support,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Java System Engineer,6036,55,40,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Java System Engineer,10471,9,5,SAP,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Java System Engineer,433703,1,1,MongoDB,3.5,8,7,28.57143,2,0,0,71.42857,5
Java System Engineer,1651,1,1,Microsoft,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Java System Engineer,11159,1,1,Salesforce,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Java System Engineer,38125,2,1,Tableau Software,3.2,5,5,100,5,0,0,0,0
Java System Engineer,5694,1,1,OpenText,3,5,5,100,5,0,0,0,0
Java System Engineer,3472,1,1,Ericsson-Worldwide,2.6666667,3,4,50,2,0,0,50,2
Network Deployment Engineer,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Network Deployment Engineer,41925,1,1,Travelport,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Network Deployment Engineer,10471,1,1,SAP,3.5,8,7,28.57143,2,0,0,71.42857,5
Network Dev Engineer,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Network Engineer,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Network Manager,6036,12,8,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Network Manager,40772,4,4,Facebook,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Network Manager,9079,3,2,Google,3.5,8,7,28.57143,2,0,0,71.42857,5
Network Manager,11159,2,2,Salesforce,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Network Manager,5432,2,2,Citrix,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Network Manager,930192,1,1,Host Ireland,3.2,5,5,100,5,0,0,0,0
Network Manager,1635,1,1,Mentor Graphics,3,5,5,100,5,0,0,0,0
Network Manager,3463,1,1,BT,2.6666667,3,4,50,2,0,0,50,2
Network Manager,12074,3,1,TeleCity,3,4,4,25,1,50,2,25,1
Network Manager,10478,1,1,Allied Irish Banks,3.25,4,4,75,3,0,0,25,1
Networking Cloud Support Associate,1635,1,1,Mentor Graphics,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Networking Cloud Support Associate,14799,1,1,Milestone Technologies,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Engineering Operations Technician,6036,5,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Quality Assurance Technician,197851,3,2,Workday,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Security System Advisor,12830,2,2,VMware,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Security System Advisor,11159,1,1,Salesforce,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Security System Advisor,964468,1,1,Waratek,3.5,8,7,28.57143,2,0,0,71.42857,5
Security System Advisor,640,1,1,Qualcomm,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Operations Manager,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Research Scientist,100561,1,1,Indeed,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Software Development Engineer,697,1,1,United Technologies,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Software Development Engineer,1327,1,1,Dell,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Systems Development Engineer,2786,2,1,Fidelity Investments,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Site Security Lead,12830,1,1,VMware,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Site Security Lead,1759301,1,1,TradeIX,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Software Development Manager,6036,42,27,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Software Development Manager,1651,27,25,Microsoft,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Software Development Manager,2786,8,4,Fidelity Investments,3.5,8,7,28.57143,2,0,0,71.42857,5
Software Development Manager,2244,3,3,McAfee,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Software Development Manager,197851,7,3,Workday,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Software Development Manager,301291,2,2,Groupon,3.2,5,5,100,5,0,0,0,0
Software Development Manager,11159,2,2,Salesforce,3,5,5,100,5,0,0,0,0
Software Development Manager,323717,1,1,Qualtrics,2.6666667,3,4,50,2,0,0,50,2
Software Development Manager,1001132,1,1,Rockall Technologies,3,4,4,25,1,50,2,25,1
Software Development Manager,41925,1,1,Travelport,3.25,4,4,75,3,0,0,25,1
System Development Engineer,6036,1,2,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
System Development Engineer,100561,0,1,Indeed,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
System Development Engineer,275,1,1,Houghton Mifflin Harcourt,3.5,8,7,28.57143,2,0,0,71.42857,5
System Development Engineer,12121,1,1,Avaya,3.3333333,6,6,50,3,16.666668,1,33.333336,2
System Development Engineer,681,1,1,Tyco,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
System Development Engineer,197851,1,1,Workday,3.2,5,5,100,5,0,0,0,0
System Development Engineer,3677,1,1,Mastercard,3,5,5,100,5,0,0,0,0
Talent Sourcer,6036,10,10,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Talent Sourcer,361752,3,3,Trilogy Technologies,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Talent Sourcer,1035935,1,2,Intercom,3.5,8,7,28.57143,2,0,0,71.42857,5
Talent Sourcer,9079,2,2,Google,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Talent Sourcer,1043983,1,1,Independent,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Talent Sourcer,2786,1,1,Fidelity Investments,3.2,5,5,100,5,0,0,0,0
Talent Sourcer,852751,1,1,Brown Bag Films,3,5,5,100,5,0,0,0,0
Talent Sourcer,1991,1,1,UnitedHealth Group,2.6666667,3,4,50,2,0,0,50,2
Talent Sourcer,594498,1,1,WP Engine,3,4,4,25,1,50,2,25,1
Talent Sourcer,12074,3,1,TeleCity,3.25,4,4,75,3,0,0,25,1
Technical Account Manager,415350,1,1,Dropbox,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technical Program Manager,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technical Program Manager,11159,1,1,Salesforce,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Technical Program Manager,9848,1,1,PayPal,3.5,8,7,28.57143,2,0,0,71.42857,5
Technical Program Manager,222862,1,1,Quantcast,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Technical Project Manager,6036,3,3,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technical Project Manager,1651,1,1,Microsoft,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Technical Project Manager,1327,1,1,Dell,3.5,8,7,28.57143,2,0,0,71.42857,5
Web Development Engineer,824521,1,1,ALISON,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Windows Cloud Support Associate,9848,1,1,PayPal,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Windows Devops Support Engineer,6036,7,3,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Online Fraud Investigator,2244,1,1,McAfee,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Software Support Engineer,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Software Support Engineer,411841,2,1,Ammeon,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Head of Professional Services,11159,1,1,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Maths/ Science/ Engineering Graduate,1669644,1,1,With Taste,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Quality & Continuous Improvement Speacialist,640364,1,1,Smartbox Worldwide,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Quality & Continuous Improvement Speacialist,1651,2,1,Microsoft,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Tax Manager,1138,1,1,Apple,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Tax Manager,250289,1,1,FinIQ Consulting Pvt,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Tax Manager,229836,1,1,Verizon Telematics,3.5,8,7,28.57143,2,0,0,71.42857,5
Tax Manager,197851,0,1,Workday,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Tax Manager,235161,1,1,FireEye,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Tax Manager,348204,2,1,Adtech,3.2,5,5,100,5,0,0,0,0
Lead Product Software Architect,40772,0,1,Facebook,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Lead Software Architect,1459414,1,1,Arekibo,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Visual Designer,469282,1,1,AdaptiveMobile,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Visual Designer,229836,1,1,Verizon Telematics,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Visual Designer,37680,5,1,Openet,3.5,8,7,28.57143,2,0,0,71.42857,5
Filling Maintenance Manager,10471,1,1,SAP,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Maintenance Technician,1911,3,3,State Street,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Maintenance Technician,2867,1,1,KPMG,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Maintenance Technician,6036,1,1,Amazon,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior Maintenance Technician,100134,1,1,Grant Thornton,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Maintenance Technician,197851,1,1,Workday,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Senior Maintenance Technician,8843,1,1,Citi,3.2,5,5,100,5,0,0,0,0
Senior Maintenance Technician,2784,1,1,EY,3,5,5,100,5,0,0,0,0
Specialist External Quality,40772,63,44,Facebook,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Specialist External Quality,597988,46,38,Voxpro Communications,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Specialist External Quality,391850,35,34,Airbnb,3.5,8,7,28.57143,2,0,0,71.42857,5
Specialist External Quality,39834,19,19,Arvato,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Specialist External Quality,227605,22,16,HubSpot,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Specialist External Quality,34865,19,16,LinkedIn,3.2,5,5,100,5,0,0,0,0
Specialist External Quality,9079,18,13,Google,3,5,5,100,5,0,0,0,0
Specialist External Quality,323717,13,8,Qualtrics,2.6666667,3,4,50,2,0,0,50,2
Specialist External Quality,6036,10,8,Amazon,3,4,4,25,1,50,2,25,1
Specialist External Quality,354,6,6,IBM,3.25,4,4,75,3,0,0,25,1
Python Developer,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
QA Engineer,411841,3,2,Ammeon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
QA Engineer,8874,1,1,Bank of America,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
QA Engineer,1363808,1,1,Scurri,3.5,8,7,28.57143,2,0,0,71.42857,5
QA Engineer,10479,1,1,Bank of Ireland,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Test Automation Engineer,197851,4,4,Workday,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Test Automation Engineer,651188,3,3,Corvil,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Test Automation Engineer,1105237,2,2,BetBright,3.5,8,7,28.57143,2,0,0,71.42857,5
Test Automation Engineer,41925,2,2,Travelport,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Test Automation Engineer,2786,1,1,Fidelity Investments,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Test Automation Engineer,232,1,1,Equifax,3.2,5,5,100,5,0,0,0,0
Test Automation Engineer,904582,1,1,Fenergo,3,5,5,100,5,0,0,0,0
Test Automation Engineer,229836,1,1,Verizon Telematics,2.6666667,3,4,50,2,0,0,50,2
Test Automation Engineer,122537,0,1,Guidewire,3,4,4,25,1,50,2,25,1
Test Automation Engineer,791912,1,1,FieldAware,3.25,4,4,75,3,0,0,25,1
In Process QA Associate,2151,1,1,AOL,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
In Process QA Associate,88,1,1,BD,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
In Process QA Associate,1182717,1,1,Sagax Technologies,3.5,8,7,28.57143,2,0,0,71.42857,5
Blue Prism Developer,9303,2,2,BioMarin Pharmaceutical,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Blue Prism Developer,525,2,2,Pfizer,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Blue Prism Developer,9347,1,1,Sanofi,3.5,8,7,28.57143,2,0,0,71.42857,5
Blue Prism Developer,1134339,3,1,NUTRIBIO,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Blue Prism Developer,981,1,1,Regeneron Pharmaceuticals,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Blue Prism Developer,438,1,1,Merck,3.2,5,5,100,5,0,0,0,0
Blue Prism Developer,454,1,1,Mylan Inc,3,5,5,100,5,0,0,0,0
Blue Prism Developer,563639,1,1,Janssen Pharmaceutica,2.6666667,3,4,50,2,0,0,50,2
Blue Prism Developer,223,1,1,Eli Lilly and Company,3,4,4,25,1,50,2,25,1
Senior Internal Auditor,434871,1,1,Udemy,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Internal Auditor,410230,1,1,Creative Labs,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Internal Auditor,227605,2,1,HubSpot,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior Internal Auditor,100569,0,1,Twitter,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Internal Auditor,265520,1,1,Vistatec,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Graduate Test Development Engineer,197851,3,3,Workday,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
IC Design Engineer,1651,1,1,Microsoft,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Process Engineer,2143,1,1,Synopsys,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Product Applications Engineer,1519,5,4,Intel Corporation,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Product Applications Engineer,16497,1,1,DePuy Orthopaedics,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Product Applications Engineer,649837,1,1,AbbVie,3.5,8,7,28.57143,2,0,0,71.42857,5
Product Applications Engineer,651,1,1,Texas Instruments,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Product Applications Engineer,625188,1,1,DePuy Synthes,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Product Applications Engineer,12,1,1,Abbott Labs,3.2,5,5,100,5,0,0,0,0
Product Applications Engineer,13596,1,1,Vistakon,3,5,5,100,5,0,0,0,0
Product Applications Engineer,550581,1,1,MSD,2.6666667,3,4,50,2,0,0,50,2
Product Applications Engineer,10605,1,1,Valeo,3,4,4,25,1,50,2,25,1
Product Applications Engineer,444009,1,1,PSC Biotech,3.25,4,4,75,3,0,0,25,1
Senior Sensor Packaging Engineer,480237,2,1,Creganna-Tactx Medical,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
System Applications Engineer,88,1,1,BD,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
System Applications Engineer,301291,0,1,Groupon,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Technical Sales,53,1,1,Aon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technical Sales,1327,0,1,Dell,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business Administration,1327,3,3,Dell,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Administration,139299,1,1,Morgan McKinley,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business Administration,1651,1,1,Microsoft,3.5,8,7,28.57143,2,0,0,71.42857,5
Truck Loader/ Packer,9079,1,1,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Claims Manager,3062,1,1,Allianz,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Claims Manager,488033,1,1,Abtran,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Claims Manager,40,1,1,AIG,3.5,8,7,28.57143,2,0,0,71.42857,5
Claims Manager,1044100,1,1,OSG Outsource Services Group,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Claims Manager,6528,1,1,RSA Group,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
English Linguist,1044063,1,1,Momentum Support,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
English Linguist,763658,1,1,Indepth Managed Services,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
English Linguist,1043835,1,1,Cagney Contract Cleaning,3.5,8,7,28.57143,2,0,0,71.42857,5
English Linguist,1043898,1,1,Derrycourt,3.3333333,6,6,50,3,16.666668,1,33.333336,2
AppleCare At Home Advisor,1737,2,2,Oracle,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
AppleCare At Home Advisor,8797,1,2,Informatica,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
AppleCare At Home Advisor,8466,1,1,eircom,3.5,8,7,28.57143,2,0,0,71.42857,5
AppleCare At Home Advisor,415350,1,1,Dropbox,3.3333333,6,6,50,3,16.666668,1,33.333336,2
AppleCare At Home Advisor,1053365,1,1,Deliveroo,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
AppleCare At Home Advisor,40870,1,1,ZETES,3.2,5,5,100,5,0,0,0,0
AppleCare At Home Advisor,11159,1,1,Salesforce,3,5,5,100,5,0,0,0,0
AppleCare At Home Advisor,1160,1,1,BMC Software,2.6666667,3,4,50,2,0,0,50,2
AppleCare At Home Advisor,307231,1,1,Trinity College Dublin,3,4,4,25,1,50,2,25,1
AppleCare At Home Advisor,687810,1,1,Paymentsense,3.25,4,4,75,3,0,0,25,1
AppleCare Partner Relations Advisor,1138,9,7,Apple,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Channel Auto Enrol Analyst,1138,1,2,Apple,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Voice Application Engineer,6036,45,31,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Voice Application Engineer,1651,30,28,Microsoft,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Voice Application Engineer,197851,16,9,Workday,3.5,8,7,28.57143,2,0,0,71.42857,5
Voice Application Engineer,4138,10,7,Accenture,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Voice Application Engineer,2244,6,6,McAfee,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Voice Application Engineer,2786,10,5,Fidelity Investments,3.2,5,5,100,5,0,0,0,0
Voice Application Engineer,10471,5,5,SAP,3,5,5,100,5,0,0,0,0
Voice Application Engineer,354,6,5,IBM,2.6666667,3,4,50,2,0,0,50,2
Voice Application Engineer,41925,5,5,Travelport,3,4,4,25,1,50,2,25,1
Voice Application Engineer,301291,4,4,Groupon,3.25,4,4,75,3,0,0,25,1
Legal Secretary,1138,4,1,Apple,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Administration and conference services,4138,75,58,Accenture,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Administration and conference services,40772,31,27,Facebook,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Administration and conference services,8843,25,20,Citi,3.5,8,7,28.57143,2,0,0,71.42857,5
Administration and conference services,9079,20,20,Google,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Administration and conference services,12579,17,13,CPL Resources,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Administration and conference services,1327,11,12,Dell,3.2,5,5,100,5,0,0,0,0
Administration and conference services,1030981,12,11,GlobeTech,3,5,5,100,5,0,0,0,0
Administration and conference services,34865,9,10,LinkedIn,2.6666667,3,4,50,2,0,0,50,2
Administration and conference services,100546,12,10,Paddy Power Betfair,3,4,4,25,1,50,2,25,1
Administration and conference services,150036,13,9,Analytic Partners,3.25,4,4,75,3,0,0,25,1
HR Systems Manager,2370,1,1,Itron,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
HR Systems Manager,39331,1,1,Three Ireland,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
HR Systems Manager,218959,1,1,Cook Medical Inc,3.5,8,7,28.57143,2,0,0,71.42857,5
HR Systems Manager,1327,1,1,Dell,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Administrator,1027509,4,3,CPM Ireland,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Administrator,1043937,1,1,Field Management Ireland,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Retail Store Manager,78,6,6,BNY Mellon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Retail Store Manager,285406,5,5,HedgeServ,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Retail Store Manager,1911,3,4,State Street,3.5,8,7,28.57143,2,0,0,71.42857,5
Retail Store Manager,100546,4,4,Paddy Power Betfair,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Retail Store Manager,629075,3,3,Abbott Medical Optics,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Retail Store Manager,376154,3,3,daa,3.2,5,5,100,5,0,0,0,0
Retail Store Manager,314970,3,3,Cornmarket Group Financial Services,3,5,5,100,5,0,0,0,0
Retail Store Manager,10883,5,3,Capita,2.6666667,3,4,50,2,0,0,50,2
Retail Store Manager,6036,3,3,Amazon,3,4,4,25,1,50,2,25,1
Retail Store Manager,393639,3,3,permanent tsb,3.25,4,4,75,3,0,0,25,1
Sales & Logistics Administrator,669482,1,1,Elverys,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales & Logistics Administrator,473472,1,1,Sunglass Hut,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
CRM Analyst,36867,2,2,Primark,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
CRM Analyst,370,1,1,Kmart,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
CRM Analyst,702640,1,1,Horseware,3.5,8,7,28.57143,2,0,0,71.42857,5
CRM Analyst,254304,2,1,Currys PC World,3.3333333,6,6,50,3,16.666668,1,33.333336,2
CRM Analyst,1107709,1,1,Sam Dennigan,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Online Senior Merchandiser,842546,1,1,Ding,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Milk Testing Technician,10166,30,24,Hays,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Milk Testing Technician,12579,17,17,CPL Resources,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Milk Testing Technician,40772,13,14,Facebook,3.5,8,7,28.57143,2,0,0,71.42857,5
Milk Testing Technician,139299,15,12,Morgan McKinley,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Milk Testing Technician,538329,12,9,HRM,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Milk Testing Technician,9079,10,8,Google,3.2,5,5,100,5,0,0,0,0
Milk Testing Technician,638159,10,8,Brightwater,3,5,5,100,5,0,0,0,0
Milk Testing Technician,703405,6,7,Approach People Recruitment,2.6666667,3,4,50,2,0,0,50,2
Milk Testing Technician,822303,4,5,Next Generation Recruitment,3,4,4,25,1,50,2,25,1
