JobTitle_TechTopic,id,interviewQuestionCount,interviewReviewCount,name,averageOverallDifficulty,overallDifficultyCount,overallExperienceCount,overallPosExperiencePercent,overallPosExperienceCount,overallNeutExperiencePercent,overallNeutExperienceCount,overallNegExperiencePercent,overallNegExperienceCount
Technology Risk Management,393639,1,1,permanent tsb,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Technology Risk Management,442542,1,1,ArjoHuntleigh,3.2,5,5,100,5,0,0,0,0
Technology Risk Management,364,1,1,Johnson & Johnson,3,5,5,100,5,0,0,0,0
Technology Risk Management,7853,1,1,eBay,2.6666667,3,4,50,2,0,0,50,2
Technology Risk Management,7790,1,1,Marriott International,3,4,4,25,1,50,2,25,1
Technology Risk Management,12849,1,1,Musgrave Group,3.25,4,4,75,3,0,0,25,1
Commissions Analyst,1102530,3,1,PrePayPower,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Commissions Analyst,221122,1,1,University College Dublin,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Commissions Analyst,415350,1,1,Dropbox,3.5,8,7,28.57143,2,0,0,71.42857,5
Commissions Analyst,3150,1,1,Deutsche Bank,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Inside Sales Advisor,11460,1,1,Websense,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Marketing Manager,2202,20,12,Starbucks,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Marketing Manager,300420,6,6,Costa,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Marketing Manager,513262,2,2,Butlers Chocolates,3.5,8,7,28.57143,2,0,0,71.42857,5
Marketing Manager,251106,1,1,Gloria Jean's Coffees,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Marketing Manager,904603,1,1,Insomnia Coffee Company,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Marketing Manager,1044024,1,1,KSG,3.2,5,5,100,5,0,0,0,0
Marketing Manager,1362270,1,1,The Natural Bakery,3,5,5,100,5,0,0,0,0
Marketing Manager,10832,1,1,Compass Group,2.6666667,3,4,50,2,0,0,50,2
Marketing Manager,375531,1,1,Dutch Bros.,3,4,4,25,1,50,2,25,1
Pharmacist,1651,3,2,Microsoft,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Pharmacist,100546,2,2,Paddy Power Betfair,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Pharmacist,40772,2,2,Facebook,3.5,8,7,28.57143,2,0,0,71.42857,5
Pharmacist,227605,2,2,HubSpot,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Pharmacist,354,1,1,IBM,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Pharmacist,640364,1,1,Smartbox Worldwide,3.2,5,5,100,5,0,0,0,0
Pharmacist,1011822,1,1,Milner Browne,3,5,5,100,5,0,0,0,0
Pharmacist,723241,5,1,Lucini & Lucini Communications,2.6666667,3,4,50,2,0,0,50,2
Pharmacist,364711,1,1,Griffith College Dublin,3,4,4,25,1,50,2,25,1
Pharmacist,1451199,1,1,FundRock,3.25,4,4,75,3,0,0,25,1
ROI Relief Pharmacist,3779,1,1,Alliance Boots,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
ROI Relief Pharmacist,625435,1,1,DocMorris Pharmacy,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
ROI Relief Pharmacist,327390,1,1,Boots,3.5,8,7,28.57143,2,0,0,71.42857,5
Machine Vision Systems Engineer,884713,1,1,Element Fleet Management,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Machine Vision Systems Engineer,8380,1,1,Zurich North America,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Quality Technician,49,3,3,Analog Devices,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
A General Application to Boxever,14570,1,1,Covidien,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
A General Application to Boxever,625188,1,1,DePuy Synthes,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
A General Application to Boxever,8715,1,1,Merck KGaA,3.5,8,7,28.57143,2,0,0,71.42857,5
A General Application to Boxever,525,1,1,Pfizer,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Web Designer,11159,1,1,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Web Designer,1160503,1,1,Boxever,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Web Designer,16987,1,1,FINEOS,3.5,8,7,28.57143,2,0,0,71.42857,5
Software Quality Manager,466343,1,1,Squarespace,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Software Quality Manager,593650,1,1,A/Wear,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Software Quality Manager,619554,1,1,Arnotts,3.5,8,7,28.57143,2,0,0,71.42857,5
Software Quality Manager,633107,1,1,Hash Innovations,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Software Quality Manager,1331433,0,1,Jesuits in Ireland,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Quantity Surveyor,9079,3,3,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Quantity Surveyor,644007,1,1,Bord na MÃ³na,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Quantity Surveyor,5632,1,1,AECOM,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Director of Marketing,1035935,16,12,Intercom,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Director of Marketing,227605,16,9,HubSpot,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Director of Marketing,1138,7,4,Apple,3.5,8,7,28.57143,2,0,0,71.42857,5
Director of Marketing,8348,3,3,Convergys,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Director of Marketing,391850,3,3,Airbnb,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Director of Marketing,360923,3,3,Zendesk,3.2,5,5,100,5,0,0,0,0
Director of Marketing,10471,2,2,SAP,3,5,5,100,5,0,0,0,0
Director of Marketing,597988,3,2,Voxpro Communications,2.6666667,3,4,50,2,0,0,50,2
Director of Marketing,473086,3,2,The Stars Group,3,4,4,25,1,50,2,25,1
Director of Marketing,349726,2,2,YapStone,3.25,4,4,75,3,0,0,25,1
Marketing Intern,1032792,1,1,DAQRI,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
VP Engineering,3363,1,1,Samsung Electronics,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
VP Engineering,621965,1,1,Articulate Promotions,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
VP Engineering,544,1,1,Procter & Gamble,3.5,8,7,28.57143,2,0,0,71.42857,5
AML Senior Administrator,43314,2,2,Yelp,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
AML Senior Administrator,222862,2,2,Quantcast,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
AML Senior Administrator,323717,1,1,Qualtrics,3.5,8,7,28.57143,2,0,0,71.42857,5
AML Senior Administrator,11159,1,1,Salesforce,3.3333333,6,6,50,3,16.666668,1,33.333336,2
AML Senior Administrator,227605,1,1,HubSpot,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
AML Senior Administrator,1737,1,1,Oracle,3.2,5,5,100,5,0,0,0,0
AML Senior Administrator,258399,1,1,TV3,3,5,5,100,5,0,0,0,0
Business Data Analyst,1093046,1,1,Hewlett Packard Enterprise | HPE,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Data Analyst,429337,1,1,ESBI,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business Development Director,34865,1,1,LinkedIn,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business Development Director,354,1,1,IBM,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Chemistry Supervisor,259923,1,1,Corbus,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Chemistry Supervisor,36867,2,1,Primark,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Chemistry Supervisor,6949,1,1,Tokyo Electron,3.5,8,7,28.57143,2,0,0,71.42857,5
Chemistry Supervisor,3510,1,1,Siemens,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Chemistry Supervisor,89,1,1,Verizon,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Chemistry Supervisor,884294,1,1,Massdrop,3.2,5,5,100,5,0,0,0,0
Chemistry Supervisor,1162,0,1,GameStop,3,5,5,100,5,0,0,0,0
Chemistry Supervisor,18042,1,1,Carat Fusion,2.6666667,3,4,50,2,0,0,50,2
Chemistry Supervisor,10478,1,1,Allied Irish Banks,3,4,4,25,1,50,2,25,1
Chemistry Supervisor,3806,1,1,Logitech,3.25,4,4,75,3,0,0,25,1
CNC Programmer,1371598,1,1,SEB Life International,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Cost Accountant,354,2,1,IBM,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Cost Accountant,336772,1,1,DONG Energy,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
FMEA Engineer,42436,1,1,Niscayah Group,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Fund Recruitment Consultant,1911,11,10,State Street,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Fund Recruitment Consultant,285406,1,1,HedgeServ,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Fund Recruitment Consultant,318799,1,1,International Fund Services,3.5,8,7,28.57143,2,0,0,71.42857,5
GL Support Engineer,243532,0,1,Ancestry,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Information Security Architect,1519,1,1,Intel Corporation,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Insurance Product Manager,354,1,1,IBM,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Insurance Product Manager,1651,1,1,Microsoft,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Network Admin,31809,2,2,Arup,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Network Admin,775137,5,2,PM Group,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Network Admin,1537141,2,1,Modular Automation,3.5,8,7,28.57143,2,0,0,71.42857,5
Network Admin,277,1,1,GE,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Network Admin,784307,1,1,Indaver,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Network Admin,14859,1,1,E6,3.2,5,5,100,5,0,0,0,0
Network Admin,1519,1,1,Intel Corporation,3,5,5,100,5,0,0,0,0
Payments Product Manager,40772,6,7,Facebook,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Payments Product Manager,10471,5,4,SAP,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Payments Product Manager,1138,3,4,Apple,3.5,8,7,28.57143,2,0,0,71.42857,5
Payments Product Manager,822303,3,3,Next Generation Recruitment,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Payments Product Manager,640364,1,1,Smartbox Worldwide,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Payments Product Manager,132130,1,1,Marketo,3.2,5,5,100,5,0,0,0,0
Payments Product Manager,122537,1,1,Guidewire,3,5,5,100,5,0,0,0,0
Payments Product Manager,597988,1,1,Voxpro Communications,2.6666667,3,4,50,2,0,0,50,2
Payments Product Manager,1327,1,1,Dell,3,4,4,25,1,50,2,25,1
Payments Product Manager,34865,1,1,LinkedIn,3.25,4,4,75,3,0,0,25,1
Personal Lines Technical Underwriting Manager,667710,3,3,Irish Wheelchair Association,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Personal Lines Technical Underwriting Manager,10486,1,1,Smurfit Kappa,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Personal Lines Technical Underwriting Manager,364,1,1,Johnson & Johnson,3.5,8,7,28.57143,2,0,0,71.42857,5
Personal Lines Technical Underwriting Manager,0,3,1,,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Personal Lines Technical Underwriting Manager,2784,1,1,EY,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Principal Project Manager,1911,2,2,State Street,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Procurement Program Manager,145,1,1,J.P. Morgan,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Procurement Program Manager,11717,1,1,Janssen,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Procurement Program Manager,39834,1,1,Arvato,3.5,8,7,28.57143,2,0,0,71.42857,5
QA LEAD,247538,1,1,Riot Games,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
QA LEAD,53,1,1,Aon,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
QA LEAD,149066,1,1,IFDS,3.5,8,7,28.57143,2,0,0,71.42857,5
QA LEAD,550581,1,1,MSD,3.3333333,6,6,50,3,16.666668,1,33.333336,2
QA LEAD,1044114,1,1,Pinewood Healthcare,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
QA Test Engineer,525,1,1,Pfizer,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
QC Laboratory Technician,1150,1,1,Sage,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales Manager,9079,4,2,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Account Manager,9079,22,15,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Account Manager,499747,4,4,Nordeus,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Account Manager,1327,3,4,Dell,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior Account Manager,34865,4,4,LinkedIn,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Account Manager,1737,3,3,Oracle,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Senior Account Manager,11159,3,3,Salesforce,3.2,5,5,100,5,0,0,0,0
Senior Account Manager,929006,2,2,Teamwork.com,3,5,5,100,5,0,0,0,0
Senior Account Manager,9777,6,2,SonicWall,2.6666667,3,4,50,2,0,0,50,2
Senior Account Manager,36174,2,2,Holland & Barrett Retail,3,4,4,25,1,50,2,25,1
Senior Account Manager,544,1,2,Procter & Gamble,3.25,4,4,75,3,0,0,25,1
Senior C++ Developer,3463,0,1,BT,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior C++ Developer,100569,1,1,Twitter,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior C++ Developer,863335,1,1,WebInterpret,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior C++ Developer,1327,1,1,Dell,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Data Governance Manager,10471,1,1,SAP,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Financial Analyst,1327,1,1,Dell,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior HR Business Partner,1327,1,1,Dell,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior In House Recruiter,122537,1,1,Guidewire,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior ServiceNow Developer,11159,1,1,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior ServiceNow Developer,12830,1,1,VMware,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Platform Reliability Engineer,354,3,2,IBM,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Platform Reliability Engineer,8014,2,2,Cognizant Technology Solutions,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Platform Reliability Engineer,1138,2,2,Apple,3.5,8,7,28.57143,2,0,0,71.42857,5
Platform Reliability Engineer,761263,1,1,busuu,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Platform Reliability Engineer,6667,1,1,Novartis,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Platform Reliability Engineer,9837,1,1,Charles River Laboratories,3.2,5,5,100,5,0,0,0,0
Platform Reliability Engineer,1327,1,1,Dell,3,5,5,100,5,0,0,0,0
Platform Reliability Engineer,6959,1,1,BVLGARI,2.6666667,3,4,50,2,0,0,50,2
Platform Reliability Engineer,3472,1,1,Ericsson-Worldwide,3,4,4,25,1,50,2,25,1
Platform Reliability Engineer,339862,1,1,Version 1,3.25,4,4,75,3,0,0,25,1
Tax Quality Manager,822303,3,3,Next Generation Recruitment,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Tax Quality Manager,34865,1,1,LinkedIn,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Tax Quality Manager,441923,1,1,Validant,3.5,8,7,28.57143,2,0,0,71.42857,5
Tax Quality Manager,1353474,1,1,PlanNet21,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Tax Quality Manager,9848,1,1,PayPal,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Tax Quality Manager,39834,1,1,Arvato,3.2,5,5,100,5,0,0,0,0
Tax Quality Manager,597988,0,1,Voxpro Communications,3,5,5,100,5,0,0,0,0
Tax Quality Manager,831976,1,1,MaplesFS,2.6666667,3,4,50,2,0,0,50,2
Tax Quality Manager,253279,1,1,Computer  Futures Solutions,3,4,4,25,1,50,2,25,1
Tax Quality Manager,296892,1,1,Alexander Mann Solutions,3.25,4,4,75,3,0,0,25,1
Client Service Senior Representative,3668,1,1,Brown Brothers Harriman,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Client Service Senior Representative,1911,0,1,State Street,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Client Service Senior Representative,8843,1,1,Citi,3.5,8,7,28.57143,2,0,0,71.42857,5
Client Service Senior Representative,1710,1,1,Northern Trust,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Client Service Senior Representative,314970,1,1,Cornmarket Group Financial Services,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Relationship Management Analyst,1035935,1,2,Intercom,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Relationship Management Analyst,221122,2,2,University College Dublin,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Relationship Management Analyst,1090,1,1,Adobe,3.5,8,7,28.57143,2,0,0,71.42857,5
Relationship Management Analyst,1737,1,1,Oracle,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Relationship Management Analyst,299163,1,1,Maynooth University,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Relationship Management Analyst,2784,1,1,EY,3.2,5,5,100,5,0,0,0,0
Transfer Agency Investor On Boarding Representative,36884,1,1,Zend Technologies,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Cloud Engineer,315079,5,3,Mango,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Cloud Engineer,7749,2,2,Next Retail,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Cloud Engineer,12847,1,1,Argos,3.5,8,7,28.57143,2,0,0,71.42857,5
digital forensics consultant,6036,32,23,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
digital forensics consultant,10471,6,2,SAP,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
digital forensics consultant,1651,1,1,Microsoft,3.5,8,7,28.57143,2,0,0,71.42857,5
digital forensics consultant,11159,1,1,Salesforce,3.3333333,6,6,50,3,16.666668,1,33.333336,2
digital forensics consultant,687287,1,1,Pivotal,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
digital forensics consultant,5694,1,1,OpenText,3.2,5,5,100,5,0,0,0,0
digital forensics consultant,3472,1,1,Ericsson-Worldwide,3,5,5,100,5,0,0,0,0
Associate Dentist,720944,1,1,Barry & Fitzwilliam,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Associate Dentist,3470,1,1,L'OrÃ©al,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Associate Dentist,10478,1,1,Allied Irish Banks,3.5,8,7,28.57143,2,0,0,71.42857,5
Associate Dentist,544,1,1,Procter & Gamble,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Instrument maintenance engineer,9079,9,9,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Instrument maintenance engineer,35807,10,8,T.K. Maxx,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Instrument maintenance engineer,36174,9,7,Holland & Barrett Retail,3.5,8,7,28.57143,2,0,0,71.42857,5
Instrument maintenance engineer,335,5,6,Starwood Hotels & Resorts,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Instrument maintenance engineer,6756,5,5,Abercrombie & Fitch,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Instrument maintenance engineer,837525,6,5,Chill Insurance,3.2,5,5,100,5,0,0,0,0
Instrument maintenance engineer,394648,4,3,Sojern,3,5,5,100,5,0,0,0,0
Instrument maintenance engineer,39331,3,3,Three Ireland,2.6666667,3,4,50,2,0,0,50,2
Instrument maintenance engineer,34865,3,3,LinkedIn,3,4,4,25,1,50,2,25,1
Instrument maintenance engineer,597988,2,2,Voxpro Communications,3.25,4,4,75,3,0,0,25,1
Inventory Accountant,889864,1,1,Mercury Engineering,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Inventory Accountant,644007,1,1,Bord na MÃ³na,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Aviation Repairs & Logistics Co Ordinator,10478,1,1,Allied Irish Banks,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Associate Network Engineer,314970,3,3,Cornmarket Group Financial Services,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Associate Network Engineer,723306,1,1,Paddywagon Tours,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Associate Network Engineer,40772,1,1,Facebook,3.5,8,7,28.57143,2,0,0,71.42857,5
Associate Network Engineer,7428,1,1,Lidl,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Associate Network Engineer,1043981,1,1,IDA Ireland,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Associate Network Engineer,229579,1,1,Health Service Executive,3.2,5,5,100,5,0,0,0,0
Associate Network Engineer,470093,1,1,ezetop,3,5,5,100,5,0,0,0,0
Associate Network Engineer,443627,1,1,National University of Ireland-Galway,2.6666667,3,4,50,2,0,0,50,2
Associate Network Engineer,1653685,1,1,Flow Technology,3,4,4,25,1,50,2,25,1
Associate Network Engineer,1138,1,1,Apple,3.25,4,4,75,3,0,0,25,1
Implementation Consultant,11159,2,2,Salesforce,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Implementation Consultant,434871,1,1,Udemy,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Implementation Consultant,1035935,1,1,Intercom,3.5,8,7,28.57143,2,0,0,71.42857,5
Implementation Consultant,242375,1,1,Enterprise Ireland,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Implementation Consultant,950758,1,1,Slack,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Interaction Designer,10497,1,1,Wolters Kluwer,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Interaction Designer,372243,1,1,EtQ,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
IT Helpdesk,522452,1,1,Fjordnet,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Partner Enablement,339862,1,1,Version 1,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Partner Enablement,466343,1,1,Squarespace,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Partner Enablement,352834,1,1,Liberty IT,3.5,8,7,28.57143,2,0,0,71.42857,5
Partner Enablement,1105237,4,1,BetBright,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Partner Enablement,638159,2,1,Brightwater,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Partner Enablement,968504,1,1,Westbourne IT Global Services,3.2,5,5,100,5,0,0,0,0
Partner Enablement,1753990,1,1,Aladdin Schools,3,5,5,100,5,0,0,0,0
Senior UX Designer,461657,2,2,New Relic,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior UX Designer,11159,1,1,Salesforce,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Services Operations Manager,12849,1,1,Musgrave Group,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technical Trainer,822303,3,3,Next Generation Recruitment,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Technical Trainer,34865,1,1,LinkedIn,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Technical Trainer,9848,1,1,PayPal,3.5,8,7,28.57143,2,0,0,71.42857,5
Workflow Consultant,469282,2,2,AdaptiveMobile,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Workflow Consultant,197851,1,1,Workday,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Motorcycle Service Technician,242886,3,3,National Pen Company,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Motorcycle Service Technician,801716,2,2,Zevas Communications,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Motorcycle Service Technician,1146673,1,1,SalesSense (Ireland),3.5,8,7,28.57143,2,0,0,71.42857,5
Motorcycle Service Technician,679788,1,1,FCR Media,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Motorcycle Service Technician,461396,1,1,Oceans Connect,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Motorcycle Service Technician,1044107,2,1,Pallas Foods,3.2,5,5,100,5,0,0,0,0
Motorcycle Service Technician,1044153,1,1,Southwestern,3,5,5,100,5,0,0,0,0
Motorcycle Service Technician,488033,1,1,Abtran,2.6666667,3,4,50,2,0,0,50,2
1422 Formwork and Concrete worker? New Zealand needs YOU!,889864,1,1,Mercury Engineering,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
1422 Formwork and Concrete worker? New Zealand needs YOU!,644007,1,1,Bord na MÃ³na,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
698 Diesel Mechanic / Technician,9079,19,18,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
698 Diesel Mechanic / Technician,34865,1,1,LinkedIn,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
698 Diesel Mechanic / Technician,1651,1,1,Microsoft,3.5,8,7,28.57143,2,0,0,71.42857,5
698 Diesel Mechanic / Technician,461298,1,1,John Sisk & Son,3.3333333,6,6,50,3,16.666668,1,33.333336,2
698 Diesel Mechanic / Technician,11159,4,1,Salesforce,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
698 Diesel Mechanic / Technician,687287,1,1,Pivotal,3.2,5,5,100,5,0,0,0,0
698 Diesel Mechanic / Technician,301291,1,1,Groupon,3,5,5,100,5,0,0,0,0
HR Generalist Role,3299,1,1,Morningstar,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales Assistants,1327,1,1,Dell,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales Assistant,36867,28,22,Primark,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sales Assistant,12801,24,20,Dunnes Stores,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Sales Assistant,35889,25,14,River Island Clothing,3.5,8,7,28.57143,2,0,0,71.42857,5
Sales Assistant,327390,27,14,Boots,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Sales Assistant,691004,16,11,Topaz,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Sales Assistant,39965,13,8,Schuh Limited,3.2,5,5,100,5,0,0,0,0
Sales Assistant,848243,7,7,Brown Thomas,3,5,5,100,5,0,0,0,0
Sales Assistant,254304,12,6,Currys PC World,2.6666667,3,4,50,2,0,0,50,2
Sales Assistant,574391,10,6,CeX Webuy Entertainment,3,4,4,25,1,50,2,25,1
Sales Assistant,7337,9,5,ALDI,3.25,4,4,75,3,0,0,25,1
